openbeta_id,original_climb_id,new_climb_id,original_name,new_name,type,original_grade_ordinal,new_grade_ordinal,expected_original_area_id,expected_new_area_id,relationship,original_area_path,new_area_path,source_path,source_url,evidence
888dc27e-46c6-537a-9ed5-4508d5718067,86248,221476,Sailing,Sailing,sport,17,17,1566,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > The Cetacean Wall,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
89ed1f71-9244-5249-9064-37e23f99662b,53514,222255,Big Electric Cat,Big Electric Cat,sport,18,18,4131,4131,same_area,North America > United States > California > Devils Punchbowl,North America > United States > California > Devils Punchbowl,United States > California > High Desert > Antelope Valley Area > Devil's Punchbowl,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
8a989699-59b9-5971-aba6-931444d0c591,64468,222661,Second Cup,Second Cup,sport,15,14,1139,1139,same_area,North America > United States > Alabama > Griffin Falls,North America > United States > Alabama > Griffin Falls,United States > Alabama > Griffin Falls,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
8b99f30b-2c53-58d1-8a33-fd5ac7dd305c,49387,223278,Donkey Punch,Donkey Punch,boulder,7,7,808,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Kelly Canyon,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
8ca10c72-e735-5f5b-b7ea-b6e1d48b7497,68122,223874,Karmic Relief,Karmic Relief,sport,10,10,4119,4119,same_area,North America > United States > California > San Diego County > South San Diego County > Mission Gorge,North America > United States > California > San Diego County > South San Diego County > Mission Gorge,United States > California > San Diego County > South San Diego County > Mission Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
8f607b96-ed80-58e0-ab1c-4d7041f5e7da,106473,225466,Howl of the Damned,Howl of the Damned,sport,26,26,4581,11955,new_descendant,North America > United States > Alaska > Anchorage & South Central Alaska > Seward Highway,North America > United States > Alaska > Anchorage & South Central Alaska > Seward Highway > Shriek of the Mutilated,United States > Alaska > Anchorage & South Central Alaska > Seward Highway > Shriek of the Mutilated,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
8fe6b94b-80e4-5f61-94ae-829bbfe3087a,29163,225786,Hell Of The Upside Down Sinners,Hell of the Upside Down Sinners,sport,19,19,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
9004134f-0c80-5758-880e-94e54c9ffec3,70387,225845,racket girls,Racket Girls,sport,9,9,1193,1193,same_area,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
906a4778-ed3f-56a8-aeee-bf31438be51b,95243,226058,It is it,It Is It,sport,19,18,983,983,same_area,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
9070044b-07e8-5fbe-86db-caa29c32d56c,82280,226071,Girly Man,Girly Man,sport,9,9,4928,13384,old_descendant,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery > Boardwalk,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
908b5603-2ba9-537f-bfa2-8500ad560abf,65893,226126,Firewater,Firewater,sport,10,10,943,943,same_area,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,United States > California > Sierra Eastside > Mammoth Lakes Area > Looking Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
90ea22c1-d2c3-508a-b0b1-fb90b90098a7,128937,226346,Hot Buttered Soul,Hot Buttered Soul,sport,15,15,26620,26631,new_descendant,North America > United States > Wyoming > Fremont Canyon,"North America > United States > Wyoming > Fremont Canyon > Love Shack, The","United States > Wyoming > Fremont Canyon > Love Shack, The",,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
954bb2dc-de76-58c7-ab10-ebd8347e1510,91382,228928,Saturday Night Fever,Saturday Night Fever,sport,15,15,1677,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > The 10 mile wall,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
96270014-4a97-5286-9745-53cee0b36ce5,127979,229402,Dead Center,Dead Center,sport,18,18,26620,26639,new_descendant,North America > United States > Wyoming > Fremont Canyon,North America > United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
980f0203-30c0-524e-b6ed-7c28bfd78292,1379,230569,Easy Overlooker,Easy Overlooker,boulder,5,5,207,7619,old_descendant,North America > United States > West Virginia > New River Gorge > New River Gorge Proper > Endless Wall > Fern Point,North America > United States > West Virginia > New River Gorge > New River Gorge Proper > Endless Wall,"United States > West Virginia > New River Gorge, The > New River Gorge Proper > Endless Wall",,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
9893d48b-5946-522f-8c48-9600dc1e962a,40923,230864,Subprime,Subprime,sport,13,14,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
9b806413-cd48-512b-8ee8-73252c600fc8,74930,232529,Kill Uncle,Kill Uncle,sport,19,19,4126,4126,same_area,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
9c391e63-c271-5e89-b803-ff6d96989185,96035,232937,Shapeshifter,Shapeshifter,sport,19,19,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
9cb49dc1-9904-58f3-81ec-fdd7224ad222,98571,233212,Peckerman Direct,Peckerman Direct,sport,24,25,4528,4528,same_area,North America > United States > Washington > Northeast Corner & Spokane > Spokane > Minnehaha,North America > United States > Washington > Northeast Corner & Spokane > Spokane > Minnehaha,United States > Washington > Northeast Corner & Spokane > Spokane Area > Minnehaha,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
9f357462-5e2c-5492-8f5c-0224f7681c7b,100042,234758,brothers of the egg,Brothers of the Egg,sport,14,15,4474,16158,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Cam and Eggs Wall,United States > Colorado > South Platte > Devil's Head > Cam and Eggs Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
9f5acee9-1d06-53c5-997e-4465ba080427,58881,234844,Mighty Earth,Mighty Earth,sport,14,14,943,943,same_area,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,United States > California > Sierra Eastside > Mammoth Lakes Area > Looking Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
a3be09cf-f05d-51f9-93df-dd699b885801,126802,237441,Violent Love,Violent Love,sport,24,24,4581,11961,new_descendant,North America > United States > Alaska > Anchorage & South Central Alaska > Seward Highway,North America > United States > Alaska > Anchorage & South Central Alaska > Seward Highway > Twinkle Toes Area,United States > Alaska > Anchorage & South Central Alaska > Seward Highway > Twinkle Toes Area,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
a6d4f313-d730-51f6-b765-4363040299ff,59885,239329,Urban Sprawl,Urban Sprawl,sport,10,10,4282,4282,same_area,North America > United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood,North America > United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
a6dea7fb-6719-5590-9312-cdbe50546539,92996,239347,La Bella Donna,La Bella Donna,sport,21,21,4054,4054,same_area,North America > United States > California > Inland Empire > Riverside Area > Riverside Quarry,North America > United States > California > Inland Empire > Riverside Area > Riverside Quarry,United States > California > Inland Empire > Riverside Area > Riverside Quarry,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
a71e282d-ae5e-58b1-ace8-77d32998c95f,70095,239495,Pitch Fork,Pitch Fork,sport,18,18,20748,20756,new_descendant,North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF),North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Spaghetti Western Wall,United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Spaghetti Western Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
a8054b1e-c1ff-53b1-9404-559e1dd7b913,71662,239990,cobble climb,Cobble Climb,sport,8,8,983,983,same_area,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
a9d3d3e9-88a6-54ea-bca0-df7ba7488cea,79022,241042,Remember to Brush,Remember To Brush,boulder,3,2,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
a9f2a993-b72b-5226-9eee-b8c1b9020002,80640,241126,Closing Time,Closing time,boulder,10,9,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
aa74d97f-bd18-57c0-ae9d-2a64e24a355f,135351,241434,Hot Carl,Hot Carl,boulder,5,5,808,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Kelly Canyon,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
aaf31ffa-7461-513a-9fd9-eb772e6b2104,31448,241737,Bust a Move,Bust a Move,boulder,5,5,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
acc1b9e2-b371-5876-8b1e-f8be6b4798a9,63961,242813,Open for Business,Open For Business,boulder,9,8,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
aeb24349-98ad-5f3f-858e-fd518d88c462,83601,243953,Whiplash,Whiplash,sport,19,19,4929,13384,old_descendant,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery > Lower Shooting Gallery,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
b2acbd1e-5e0b-5d44-b65a-e38f9837636c,74503,246227,Somalian Hunger,Somalian Hunger,sport,10,10,1318,1318,same_area,North America > United States > Georgia > Lost Wall,North America > United States > Georgia > Lost Wall,United States > Georgia > Lost Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
b47f75bf-ca19-55a1-88b4-e95c16e9ff36,73963,247205,quickie,Quickie,sport,8,8,13105,13105,same_area,North America > United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,North America > United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
b8c0e24a-3c1e-505a-944a-f752499dbee3,88902,249678,The Pummeling,The Pummeling,sport,23,23,4473,4473,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Fortress of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Fortress of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Fortress of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
b997b09e-9f10-5788-a114-2dc50e8ed135,65167,250182,Bigger is Better,Bigger is Better,boulder,7,7,4264,4264,same_area,North America > United States > Utah > West Desert > Ibex,North America > United States > Utah > West Desert > Ibex,United States > Utah > West Desert > Ibex > Bouldering,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
ba1b626d-51a6-5c7a-a870-bc111fc1b22f,96247,250520,Androids,Androids,sport,12,12,1756,1756,same_area,North America > United States > Utah > Southeast Utah > Potash Road > Mars,North America > United States > Utah > Southeast Utah > Potash Road > Mars,United States > Utah > Southeast Utah > Potash Road > Mars,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
bb84e478-4308-5ef2-89c1-cfaf9e865a23,94155,251333,Territorial Pissings,Territorial Pissings,sport,18,18,1726,1726,same_area,North America > United States > Iowa > Pictured Rocks > Wild Iowa Wall,North America > United States > Iowa > Pictured Rocks > Wild Iowa Wall,United States > Iowa > Pictured Rocks > Wild Iowa Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
bc3988f2-3af1-5383-9793-9616a7864f10,86253,251749,green mile direct,Green Mile Direct,boulder,10,9,808,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Kelly Canyon,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
bc6293b0-b52e-5916-997f-cab65447e2da,61192,251854,Power Windows,Power Windows,sport,17,16,1139,1139,same_area,North America > United States > Alabama > Griffin Falls,North America > United States > Alabama > Griffin Falls,United States > Alabama > Griffin Falls,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
bcac09d3-c2f1-5011-9615-73dbfff415d9,70703,252032,little haus,Little Haus,sport,12,12,954,954,same_area,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
bf28748f-55d5-563f-b07c-b2d7ac8a84bd,70662,253459,Flapjack,Flapjack,sport,12,11,1139,1139,same_area,North America > United States > Alabama > Griffin Falls,North America > United States > Alabama > Griffin Falls,United States > Alabama > Griffin Falls,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
c11642c4-e8ec-5a16-9769-d1d40831b2dc,101233,254637,Cameo,Cameo,sport,10,9,1756,1756,same_area,North America > United States > Utah > Southeast Utah > Potash Road > Mars,North America > United States > Utah > Southeast Utah > Potash Road > Mars,United States > Utah > Southeast Utah > Potash Road > Mars,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
c3940bfe-bd38-598e-a32f-db46d39b5594,80901,256170,The Assassin,The Assassin,boulder,10,9,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
c660569c-8d94-59c8-ad36-ff7271cc5246,46904,257835,Pegasus,Pegasus,sport,18,18,20748,20754,new_descendant,North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF),North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
c889a567-4df5-5aa6-9edb-a266597860ee,86497,259130,Way Cows,Way Cows,boulder,4,3,4264,4264,same_area,North America > United States > Utah > West Desert > Ibex,North America > United States > Utah > West Desert > Ibex,United States > Utah > West Desert > Ibex > Bouldering,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
cbf9537f-628a-5ba9-baec-33ea286b5283,44814,261211,Who's Your Daddy?,Who's Your Daddy,sport,21,20,287,287,same_area,North America > United States > Vermont > Northern Vermont > Bolton > Carcass Crag,North America > United States > Vermont > Northern Vermont > Bolton > Carcass Crag,United States > Vermont > 1. Northern Vermont > Bolton Area > Carcass Crag,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
cd39eca2-1e19-54cb-bffb-8dbd0598bd9a,43609,261968,Lono,Lono,boulder,1,2,4454,15921,new_descendant,North America > United States > Colorado > Morrison/Evergreen/Littleton > Matthews Winters Park,North America > United States > Colorado > Morrison/Evergreen/Littleton > Matthews Winters Park > Millennium Boulder,"United States > Colorado > Morrison/Evergreen/Littleton > Matthews-Winters Park > Millenium Boulder, The",,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
cf6d87ba-d881-55fb-8f3c-8f0d6d40472e,42898,263335,Fractured Fairytales,Fractured Fairytales,sport,8,7,16098,16262,new_descendant,North America > United States > Colorado > South Platte,North America > United States > Colorado > South Platte > Goose Creek/Molly Gulch Campground > Helen's Dome,United States > Colorado > South Platte > Goose Creek/Molly Gulch Campground > Helen's Dome,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
d00b0a81-513f-5776-b81e-07aafb705a98,103364,263704,Monster Slayer,Monster Slayer,sport,22,22,20748,20754,new_descendant,North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF),North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
d644a09e-c959-5575-a731-6ffc786568f2,42177,267449,Inyerbuttkwa,Inyerbuttkwa,sport,12,12,7406,7406,same_area,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
d8408dcb-621b-5882-9157-30dde745e22f,88322,268655,Fluffhead,Fluffhead,sport,15,16,1566,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > The Cetacean Wall,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
db6c36ea-b9ee-5162-ad41-1da7f8019850,136135,270587,Purple Prow,Purple Prow,boulder,8,9,638,13131,old_descendant,North America > United States > California > Los Angeles Basin > Santa Monica Mountains > Purple Stones,North America > United States > California > Los Angeles Basin > Santa Monica Mountains,United States > California > Los Angeles Basin > Santa Monica Mountains > *Santa Monica Mountains Bouldering,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
dfbce58d-7a50-5016-acf6-e4860f54e936,96487,273212,Tax free,Tax Free $,sport,12,12,1756,1756,same_area,North America > United States > Utah > Southeast Utah > Potash Road > Mars,North America > United States > Utah > Southeast Utah > Potash Road > Mars,United States > Utah > Southeast Utah > Potash Road > Mars,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
e05465d5-b68a-549f-a0e7-aa8203d258f9,66634,273592,Daydream Nation,Daydream Nation,sport,14,14,1139,1139,same_area,North America > United States > Alabama > Griffin Falls,North America > United States > Alabama > Griffin Falls,United States > Alabama > Griffin Falls,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
e0b85b55-464a-5595-919e-d8be9b17d255,53308,273818,Smokey on Fire,Smokey On Fire,boulder,9,9,4528,4528,same_area,North America > United States > Washington > Northeast Corner & Spokane > Spokane > Minnehaha,North America > United States > Washington > Northeast Corner & Spokane > Spokane > Minnehaha,United States > Washington > Northeast Corner & Spokane > Spokane Area > Minnehaha,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
e2c34d32-f379-51d6-a127-2589427a9d91,59381,275086,danger boy,Danger Boy,sport,14,14,983,983,same_area,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
e419c36d-7b90-5edf-b0a6-8cfda815b40d,81689,275931,Chain Gang,Chain Gang,boulder,9,9,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
e724dab7-f7a4-5c68-8f96-06d916e9b9bb,61913,277725,Visions of Impalement,Visions Of Impalement,sport,17,17,13379,13386,new_descendant,North America > United States > California > Redwood Coast > Trinity Arêtes,North America > United States > California > Redwood Coast > Trinity Arêtes > Visions Wall,United States > California > Redwood Coast > Trinity Arêtes > Visions Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
e7b58b71-777f-5153-9205-511272e929dd,101578,278055,green camalots and huevos,Green Camalots & Huevos,sport,12,12,4474,16158,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Cam and Eggs Wall,United States > Colorado > South Platte > Devil's Head > Cam and Eggs Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
e8c4353c-2a67-59ef-9470-61c6c489be06,94566,278663,Gary Coleman for Prez!,Gary Coleman for Prez,boulder,3,3,24366,24371,new_descendant,North America > United States > Texas > Nolan River,North America > United States > Texas > Nolan River > Different Strokes Wall,United States > Texas > Nolan River > Different Strokes Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
e8f87d3b-843a-5a33-9c17-c50777019324,79333,278768,Psychological Disorder,Psychological Disorder,boulder,11,11,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
f069a068-468a-5f4d-966a-cd3950758377,58623,283114,the tribe,The Tribe,sport,14,13,943,943,same_area,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,United States > California > Sierra Eastside > Mammoth Lakes Area > Looking Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
f224f6e3-7e3b-5f86-be8a-88d8f154bbdc,79328,284176,Dink,Dink,sport,14,14,954,954,same_area,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
f70ac95b-8b5f-5e37-b0ed-fbe8daaf39ef,84206,287093,The Stinger,The Stinger,sport,15,16,26620,26631,new_descendant,North America > United States > Wyoming > Fremont Canyon,"North America > United States > Wyoming > Fremont Canyon > Love Shack, The","United States > Wyoming > Fremont Canyon > Love Shack, The",,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
f726dc2f-eccf-5c3e-ba6b-bba2c5c8d4e9,97911,287159,the warden,The Warden,sport,15,15,4474,16182,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Hole in the Wall,United States > Colorado > South Platte > Devil's Head > Hole in the Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
f86a63c5-4d3f-5006-bd56-a131bd5ce330,70484,287914,an undercling thing,An Undercling Thing,boulder,5,5,1296,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Glorias,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
f974ca83-1ec6-57d9-8d7d-f5c148331138,23873,288565,Progress,Progress,sport,14,14,287,287,same_area,North America > United States > Vermont > Northern Vermont > Bolton > Carcass Crag,North America > United States > Vermont > Northern Vermont > Bolton > Carcass Crag,United States > Vermont > 1. Northern Vermont > Bolton Area > Carcass Crag,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
